cms_certification_number_ccn,facility_name,address_line_1,address_line_2,city,state,zip_code,county_name,phone_number,cms_region,measure_code,measure_name,score,footnote,start_date,end_date
"=""331546""","EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,"=""11978""",Suffolk,(631) 288-8400,2,Pct_Pts_w_other_conditions,Percent of Patients with Other Conditions,0,14,01/01/2018,12/31/2018
"=""331546""","EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,"=""11978""",Suffolk,(631) 288-8400,2,Care_Provided_Home,Care Provided in Home,93,,01/01/2018,12/31/2018
"=""331546""","EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,"=""11978""",Suffolk,(631) 288-8400,2,Care_Provided_Assisted_Living,Care Provided in Assisted Living Facility,0,14,01/01/2018,12/31/2018
"=""331546""","EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,"=""11978""",Suffolk,(631) 288-8400,2,Care_Provided_Nursing_Facility,Care Provided in Nursing Facility,0,14,01/01/2018,12/31/2018
"=""331546""","EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,"=""11978""",Suffolk,(631) 288-8400,2,Care_Provided_Skilled_Nursing,Care Provided in Skilled Nursing Facility,0,14,01/01/2018,12/31/2018
"=""331546""","EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,"=""11978""",Suffolk,(631) 288-8400,2,Care_Provided_Inpatient_Hospital,Care Provided in Inpatient Hospital Facility,0,14,01/01/2018,12/31/2018
"=""331546""","EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,"=""11978""",Suffolk,(631) 288-8400,2,Care_Provided_Inpatient_Hospice,Care Provided in Inpatient Hospice Facility,0,14,01/01/2018,12/31/2018
"=""331546""","EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,"=""11978""",Suffolk,(631) 288-8400,2,Care_Provided_other_locations,Care Provided in All other locations,7,,01/01/2018,12/31/2018
"=""331546""","EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,"=""11978""",Suffolk,(631) 288-8400,2,Bene_MA_Pct,Hospice served at least 1 patient enrolled in Medicare Advantage during one year,Yes,,01/01/2018,12/31/2018
"=""331546""","EAST END HOSPICE, INC",481 WESTHAMPTON-RIVERHEAD ROAD,,WESTHAMPTON BEACH,NY,"=""11978""",Suffolk,(631) 288-8400,2,Bene_Dual_Pct,Hospice served at least 1 patient with both Medicare and Medicaid coverage during one year,Yes,,01/01/2018,12/31/2018
